idx,id_1,font_1,c_1,r_1,id_2,font_2,c_2,r_2
00005558.png,88,18,19,4,201,34,63,37
00005559.png,410,29,8,17,196,40,63,55
00005560.png,119,26,60,9,71,4,14,59
00005561.png,442,22,46,21,321,21,3,61
00005562.png,345,49,40,13,143,8,6,56
00005563.png,142,26,49,23,192,31,16,59
00005564.png,340,48,10,2,58,40,43,45
00005565.png,239,21,13,1,468,46,49,49
00005566.png,14,10,4,12,13,47,39,55
00005567.png,308,5,49,3,37,29,5,47
00005568.png,355,35,60,4,130,39,5,58
00005569.png,319,35,5,12,287,49,43,49
00005570.png,455,26,5,6,282,38,57,56
00005571.png,372,22,28,29,10,28,63,63
00005572.png,407,13,9,6,224,46,62,42
00005573.png,396,10,55,1,362,46,12,46
00005574.png,200,42,2,1,257,8,53,44
00005575.png,51,36,1,7,449,5,61,44
00005576.png,281,35,39,21,186,14,4,56
00005577.png,447,13,41,0,421,21,5,63
00005578.png,476,26,61,17,105,20,7,57
00005579.png,250,12,59,8,130,25,4,50
00005580.png,382,12,46,7,436,30,7,45
00005581.png,59,25,61,16,255,12,9,61
00005582.png,283,47,10,26,387,1,60,60
00005583.png,396,26,1,10,177,13,58,47
00005584.png,444,43,5,13,482,35,44,46
00005585.png,428,34,1,5,163,48,62,61
00005586.png,174,5,28,16,189,3,62,54
00005587.png,271,13,51,22,79,10,13,64
00005588.png,341,18,3,12,442,37,47,52
00005589.png,444,8,58,25,361,0,16,59
00005590.png,493,15,55,11,283,20,14,45
00005591.png,200,1,2,6,102,40,36,41
00005592.png,393,18,43,20,395,35,9,57
00005593.png,448,35,52,19,227,16,19,64
00005594.png,356,29,23,8,270,32,57,57
00005595.png,458,12,53,2,253,37,4,50
00005596.png,116,14,14,0,51,39,61,37
00005597.png,296,9,48,3,117,7,0,48
00005598.png,264,45,54,16,42,10,21,58
00005599.png,435,39,54,8,19,26,14,47
00005600.png,231,35,55,0,479,42,6,49
00005601.png,474,23,55,29,485,23,6,62
00005602.png,7,34,18,12,163,13,52,52
00005603.png,314,48,41,5,419,1,8,40
00005604.png,389,10,2,3,409,12,53,60
00005605.png,161,48,62,1,285,27,14,41
00005606.png,360,33,38,18,495,42,4,60
00005607.png,348,6,49,1,369,8,7,56
00005608.png,345,7,62,10,262,2,13,64
00005609.png,309,13,53,9,353,36,16,62
00005610.png,281,48,36,2,393,19,0,64
00005611.png,368,28,12,18,427,21,48,61
00005612.png,262,34,55,18,266,28,21,53
00005613.png,280,11,58,18,292,28,23,59
00005614.png,390,45,5,29,362,36,42,62
00005615.png,38,3,2,0,114,15,50,39
00005616.png,241,10,47,8,343,33,8,48
00005617.png,346,21,10,3,50,18,45,49
00005618.png,439,11,9,18,295,35,63,61
00005619.png,16,33,59,3,100,40,21,60
00005620.png,154,36,44,10,101,13,6,50
00005621.png,240,21,8,4,64,5,51,45
00005622.png,343,31,6,12,14,46,46,51
00005623.png,212,36,5,21,442,23,62,63
00005624.png,476,49,40,2,335,41,1,52
00005625.png,265,44,59,18,466,16,4,51
00005626.png,307,37,18,8,318,9,52,47
00005627.png,373,20,41,2,35,11,2,38
00005628.png,234,16,63,10,26,1,2,52
00005629.png,200,22,53,1,468,36,0,61
00005630.png,96,29,55,15,181,38,17,52
00005631.png,164,44,61,10,20,17,0,50
00005632.png,434,36,0,12,349,44,51,62
00005633.png,287,38,22,24,367,14,56,58
00005634.png,334,2,58,30,345,49,1,63
00005635.png,455,48,59,11,61,1,4,60
00005636.png,206,18,18,6,458,44,64,52
00005637.png,238,27,51,8,170,26,6,59
00005638.png,282,9,12,10,356,16,61,61
00005639.png,237,7,61,10,237,2,18,50
00005640.png,25,32,0,13,216,41,61,63
00005641.png,320,7,50,17,338,14,15,60
00005642.png,104,24,62,27,499,42,5,64
00005643.png,44,35,21,13,410,47,55,56
00005644.png,174,31,53,19,328,29,17,61
00005645.png,190,7,49,0,237,49,7,38
00005646.png,82,28,44,29,488,15,1,62
00005647.png,293,38,18,0,374,20,58,54
00005648.png,312,24,27,13,360,35,63,59
00005649.png,469,8,0,24,150,40,55,57
00005650.png,83,45,14,18,384,23,60,60
00005651.png,313,35,8,1,232,18,60,48
00005652.png,385,25,57,26,11,11,23,59
00005653.png,247,30,60,22,172,24,16,62
00005654.png,307,21,38,15,51,3,3,55
00005655.png,96,9,50,4,399,33,0,48
00005656.png,401,12,14,3,496,0,64,46
00005657.png,248,17,22,8,36,32,62,42
00005658.png,142,18,48,24,52,27,4,57
00005659.png,340,21,59,1,47,37,23,43
00005660.png,154,45,52,7,161,48,14,59
00005661.png,362,3,64,7,4,46,2,56
00005662.png,460,0,1,6,205,48,52,47
00005663.png,292,22,1,23,214,38,53,59
00005664.png,348,19,63,0,374,31,3,50
00005665.png,114,20,19,10,251,21,60,45
00005666.png,244,7,64,12,373,35,10,50
00005667.png,297,42,22,14,210,1,58,50
00005668.png,16,1,61,2,38,8,9,35
00005669.png,201,25,59,20,281,5,19,59
00005670.png,89,42,24,24,203,26,59,61
00005671.png,159,47,62,25,360,29,26,63
00005672.png,26,33,63,5,180,14,9,54
00005673.png,212,38,47,20,109,9,0,60
00005674.png,101,16,63,24,449,32,13,58
00005675.png,120,47,62,1,213,24,17,34
00005676.png,389,8,16,12,480,23,49,53
00005677.png,374,35,8,0,34,15,61,49
00005678.png,326,27,46,6,221,45,12,57
00005679.png,231,29,5,1,69,6,62,35
00005680.png,25,38,64,0,483,23,5,36
00005681.png,413,39,59,7,310,32,16,62
00005682.png,201,42,53,6,443,47,18,53
00005683.png,52,13,49,19,58,16,9,54
00005684.png,423,31,42,16,63,25,1,55
00005685.png,452,1,52,12,200,0,0,62
00005686.png,6,3,26,3,176,9,62,37
00005687.png,461,43,4,5,223,46,52,59
00005688.png,7,45,0,10,156,44,59,51
00005689.png,151,46,54,4,140,44,20,46
00005690.png,150,47,55,16,280,6,0,53
00005691.png,451,26,15,14,57,25,52,50
00005692.png,201,23,59,17,189,4,4,50
00005693.png,153,43,22,9,437,2,63,55
00005694.png,233,43,56,4,14,42,23,48
00005695.png,354,28,13,22,297,45,53,56
00005696.png,332,4,56,5,3,40,12,38
00005697.png,144,19,50,3,359,45,10,53
00005698.png,51,14,58,21,485,4,20,63
00005699.png,198,41,49,11,302,29,13,46
00005700.png,171,14,51,1,101,49,14,58
00005701.png,498,44,39,0,362,45,0,52
00005702.png,207,6,46,2,213,42,12,56
00005703.png,284,26,63,3,109,43,21,64
00005704.png,444,34,14,7,450,11,61,55
00005705.png,173,17,22,12,363,24,59,49
00005706.png,89,2,64,14,11,34,30,61
00005707.png,94,24,64,16,482,11,29,51
00005708.png,193,16,58,2,328,5,9,53
00005709.png,405,44,39,28,343,16,1,64
00005710.png,264,21,47,12,338,15,14,56
00005711.png,486,2,21,2,248,38,61,56
00005712.png,179,49,5,10,407,33,41,55
00005713.png,9,27,9,13,272,26,56,53
00005714.png,395,11,50,10,193,29,5,55
00005715.png,386,18,12,14,230,44,51,60
00005716.png,305,15,8,27,12,11,57,62
00005717.png,266,44,6,13,57,17,64,49
00005718.png,333,45,23,18,76,31,62,56
00005719.png,15,43,13,0,134,1,52,33
00005720.png,62,7,59,13,411,8,13,48
00005721.png,159,27,8,2,245,38,60,36
00005722.png,315,11,59,13,327,10,0,51
00005723.png,85,36,63,3,336,34,19,39
00005724.png,262,0,60,4,172,5,9,54
00005725.png,176,35,49,5,333,11,1,42
00005726.png,255,48,15,29,231,15,60,64
00005727.png,169,0,8,20,366,14,50,53
00005728.png,158,16,41,12,266,18,1,54
00005729.png,476,34,19,0,489,28,59,33
00005730.png,427,16,52,8,257,44,13,48
00005731.png,473,40,1,6,424,47,59,49
00005732.png,73,15,15,12,68,4,62,62
00005733.png,379,3,55,6,306,10,7,64
00005734.png,385,44,16,8,41,26,52,60
00005735.png,458,42,2,0,240,40,56,62
00005736.png,481,7,21,7,481,48,61,60
00005737.png,82,17,49,0,138,14,4,45
00005738.png,121,13,0,4,275,25,34,59
00005739.png,436,29,56,1,265,14,0,44
00005740.png,184,24,57,16,334,38,7,60
00005741.png,80,15,28,0,247,18,61,33
00005742.png,112,9,5,3,112,45,53,62
00005743.png,113,32,1,7,497,22,43,56
00005744.png,234,42,55,16,306,7,4,58
00005745.png,242,47,3,17,121,40,38,60
00005746.png,84,30,48,17,99,12,6,58
00005747.png,272,47,6,9,147,17,62,52
00005748.png,316,11,4,14,230,29,60,50
00005749.png,17,23,16,0,422,26,61,46
00005750.png,487,12,10,6,175,15,57,58
00005751.png,477,31,42,9,435,3,0,49
00005752.png,364,26,6,1,247,14,56,53
00005753.png,469,4,50,7,13,10,3,53
00005754.png,205,34,19,6,277,14,63,50
00005755.png,416,42,60,3,396,48,15,44
00005756.png,246,39,56,18,27,42,12,57
00005757.png,384,44,60,9,78,45,13,52
00005758.png,253,38,17,1,296,21,57,64
00005759.png,322,17,56,15,138,46,4,52
00005760.png,386,19,13,7,282,44,61,59
00005761.png,187,14,62,12,374,23,23,50
00005762.png,110,14,64,16,338,27,26,56
00005763.png,151,39,41,11,301,22,4,45
00005764.png,414,29,2,7,192,14,44,57
00005765.png,30,0,8,22,11,8,64,62
00005766.png,441,4,46,0,75,34,9,64
00005767.png,434,24,56,24,33,10,1,64
00005768.png,32,6,57,3,1,19,19,51
00005769.png,66,14,11,6,380,41,51,49
00005770.png,214,22,54,12,497,42,18,62
00005771.png,322,27,1,0,71,43,54,49
00005772.png,377,10,51,4,372,20,5,39
00005773.png,0,39,53,0,7,9,2,50
00005774.png,283,13,50,8,274,36,8,58
00005775.png,108,32,4,1,281,48,60,56
00005776.png,428,6,56,26,303,42,10,60
00005777.png,254,4,15,13,465,40,55,55
00005778.png,373,20,6,28,499,8,60,63
00005779.png,30,47,39,4,41,11,5,58
00005780.png,214,13,60,1,319,33,2,53
00005781.png,216,22,51,5,369,11,17,64
00005782.png,33,36,60,5,351,1,13,46
00005783.png,105,8,47,6,274,11,3,46
00005784.png,320,47,39,22,11,26,0,57
00005785.png,87,12,48,2,340,38,0,43
00005786.png,487,23,19,18,78,42,62,62
00005787.png,54,41,12,23,8,46,47,63
00005788.png,225,49,60,2,226,9,21,60
00005789.png,482,36,43,1,359,30,5,58
00005790.png,362,34,2,17,89,22,54,62
00005791.png,292,33,40,15,267,3,5,52
00005792.png,408,17,47,7,231,44,13,50
00005793.png,47,29,46,3,464,2,8,64
00005794.png,1,37,2,4,333,37,48,43
00005795.png,405,35,53,4,53,43,19,48
00005796.png,422,6,18,26,268,8,60,63
00005797.png,41,47,3,22,110,14,46,60
00005798.png,199,41,13,25,36,3,62,61
00005799.png,392,16,63,3,336,21,19,63
00005800.png,185,25,52,20,334,18,4,59
00005801.png,414,38,64,7,128,19,3,47
00005802.png,73,21,5,3,447,11,50,49
00005803.png,67,12,1,1,123,49,35,40
00005804.png,425,29,64,16,342,33,18,53
00005805.png,314,26,52,9,244,23,10,51
00005806.png,247,4,62,5,97,2,11,49
00005807.png,226,26,20,20,259,35,64,57
00005808.png,469,30,60,9,413,40,8,58
00005809.png,85,6,18,1,158,29,57,47
00005810.png,194,14,54,1,464,22,17,37
00005811.png,127,48,10,24,89,1,54,60
00005812.png,236,45,13,2,392,2,52,41
00005813.png,201,41,39,5,100,8,5,46
00005814.png,471,30,16,30,454,3,51,63
00005815.png,277,42,64,27,198,9,0,64
00005816.png,1,49,50,10,471,45,12,44
00005817.png,97,2,0,23,147,23,34,60
00005818.png,250,25,6,22,219,44,55,64
00005819.png,257,1,58,22,334,12,4,55
00005820.png,437,42,20,6,351,7,60,47
00005821.png,267,37,41,2,71,27,5,52
00005822.png,53,2,56,25,490,44,11,60
00005823.png,404,18,10,10,143,11,46,54
00005824.png,407,3,47,0,418,41,12,41
00005825.png,8,17,53,9,396,49,16,49
00005826.png,396,9,0,0,13,21,45,60
00005827.png,129,29,47,25,120,44,12,59
00005828.png,320,48,46,9,352,6,8,56
00005829.png,4,31,21,18,288,33,60,52
00005830.png,492,17,22,9,274,44,57,50
00005831.png,13,37,11,26,287,38,58,59
00005832.png,395,48,63,10,396,28,2,50
00005833.png,353,26,58,10,270,20,6,51
00005834.png,173,22,62,3,133,41,6,49
00005835.png,144,30,0,3,448,44,56,43
00005836.png,228,20,6,22,477,26,43,64
00005837.png,325,19,11,2,175,5,62,59
00005838.png,190,17,0,5,157,2,59,57
00005839.png,248,35,25,7,389,42,59,48
00005840.png,171,30,45,6,49,18,12,57
00005841.png,173,45,26,12,455,13,60,53
00005842.png,302,24,18,15,379,14,62,51
00005843.png,176,35,40,10,308,34,6,58
00005844.png,337,28,21,19,225,36,60,52
00005845.png,285,7,4,5,226,47,41,52
00005846.png,162,39,15,30,330,13,51,64
00005847.png,430,43,7,2,150,47,42,42
00005848.png,332,3,60,3,441,17,22,44
00005849.png,35,36,53,9,96,13,19,47
00005850.png,202,14,36,27,242,37,3,63
00005851.png,20,40,55,14,424,12,22,59
00005852.png,10,41,11,12,183,48,55,45
00005853.png,314,49,1,17,116,38,51,55
00005854.png,411,25,12,21,440,20,58,54
00005855.png,234,34,59,6,138,45,3,56
00005856.png,354,40,4,14,298,31,40,56
00005857.png,209,46,39,10,49,46,1,63
00005858.png,150,23,7,13,295,46,42,53
00005859.png,317,10,24,15,50,48,62,57
00005860.png,374,46,4,9,215,48,42,54
00005861.png,136,3,54,22,271,33,21,62
00005862.png,391,15,17,2,251,28,60,42
00005863.png,255,10,7,3,225,34,41,43
00005864.png,474,42,62,23,343,35,16,59
00005865.png,421,7,61,10,127,20,27,50
00005866.png,145,7,41,19,171,3,1,63
00005867.png,245,32,58,17,153,33,4,62
00005868.png,428,46,43,22,476,3,1,60
00005869.png,317,21,9,15,369,42,49,61
00005870.png,84,23,11,5,283,42,58,42
00005871.png,302,25,21,0,415,9,63,59
00005872.png,396,40,6,15,328,25,64,64
00005873.png,493,33,7,12,204,35,53,61
00005874.png,351,47,56,6,78,43,10,46
00005875.png,296,34,58,1,2,34,2,60
00005876.png,378,12,54,13,108,41,17,57
00005877.png,404,34,20,2,395,27,54,57
00005878.png,146,8,61,21,475,10,27,57
00005879.png,183,26,23,4,471,14,59,60
00005880.png,43,26,51,9,134,8,10,45
00005881.png,233,42,59,0,179,27,5,53
00005882.png,25,17,15,22,177,11,50,64
00005883.png,345,21,21,18,276,21,59,51
00005884.png,265,14,29,11,231,26,62,59
00005885.png,389,2,8,1,305,6,43,38
00005886.png,203,24,9,9,324,37,44,60
00005887.png,37,48,21,10,330,40,64,50
00005888.png,142,45,24,19,266,44,59,61
00005889.png,417,20,59,12,25,36,13,64
00005890.png,240,13,64,23,387,27,17,59
00005891.png,262,49,6,10,246,38,52,55
00005892.png,424,32,64,15,109,19,26,61
00005893.png,398,18,1,18,211,20,56,52
00005894.png,281,15,39,28,55,22,3,64
00005895.png,125,43,63,19,244,48,0,53
00005896.png,332,17,5,20,3,19,64,57
00005897.png,301,45,19,11,158,28,62,52
00005898.png,127,42,63,14,165,26,25,53
00005899.png,184,8,63,14,334,0,22,64
00005900.png,481,38,1,14,171,13,51,47
00005901.png,263,41,1,11,187,23,43,57
00005902.png,57,46,62,6,336,8,0,57
00005903.png,490,35,56,6,400,42,13,46
00005904.png,129,12,9,22,497,16,47,55
00005905.png,176,17,2,13,398,18,58,59
00005906.png,122,0,61,12,407,9,17,58
00005907.png,300,40,53,18,142,6,18,56
00005908.png,419,11,5,5,426,23,55,62
00005909.png,430,18,4,3,298,33,52,40
00005910.png,317,18,0,15,423,44,35,52
00005911.png,255,32,45,23,481,39,4,62
00005912.png,407,2,2,24,45,11,47,62
00005913.png,381,3,0,17,293,46,55,51
00005914.png,340,21,15,27,409,3,58,63
00005915.png,405,42,2,17,450,37,48,63
00005916.png,165,2,50,18,365,31,5,61
00005917.png,253,25,59,20,178,29,13,57
00005918.png,119,32,57,6,85,26,3,58
00005919.png,303,29,47,16,63,18,12,63
00005920.png,133,20,12,17,205,27,47,63
00005921.png,368,15,38,18,7,14,3,57
00005922.png,174,5,3,13,409,22,43,51
00005923.png,124,37,33,8,135,49,0,44
00005924.png,353,2,62,4,256,44,6,59
00005925.png,300,19,39,8,40,0,6,54
00005926.png,193,40,62,3,43,4,2,46
00005927.png,460,14,6,28,84,13,44,61
00005928.png,96,40,40,3,32,18,3,43
00005929.png,131,1,59,6,433,41,1,61
00005930.png,107,8,5,7,100,5,48,41
00005931.png,419,36,15,8,165,32,53,42
00005932.png,109,39,60,10,145,4,4,43
00005933.png,485,44,0,17,187,29,59,57
00005934.png,229,9,7,10,378,1,53,62
00005935.png,365,15,54,21,76,16,15,60
00005936.png,148,22,64,1,112,35,17,47
00005937.png,425,35,6,9,171,10,55,58
00005938.png,224,15,55,14,129,20,1,54
00005939.png,192,18,41,3,485,28,8,60
00005940.png,490,21,46,8,176,13,12,43
00005941.png,54,37,28,7,114,5,63,49
00005942.png,71,4,2,8,456,26,39,58
00005943.png,322,36,20,6,496,29,53,58
00005944.png,31,40,15,7,244,30,50,51
00005945.png,126,15,7,2,345,10,63,36
00005946.png,148,35,1,7,170,0,57,59
00005947.png,326,20,18,3,153,19,52,36
00005948.png,203,6,60,18,404,13,4,56
00005949.png,129,13,50,9,134,15,3,42
00005950.png,311,44,56,0,463,7,0,44
00005951.png,323,23,1,2,26,23,38,48
00005952.png,19,47,13,18,304,26,54,55
00005953.png,439,28,15,13,458,16,54,64
00005954.png,182,22,22,17,257,15,64,59
00005955.png,423,23,61,11,285,6,9,52
00005956.png,30,14,21,15,361,12,57,50
00005957.png,315,27,51,12,225,24,12,60
00005958.png,480,46,3,5,499,21,42,41
00005959.png,472,48,60,1,413,24,9,63
00005960.png,456,35,7,7,220,43,46,54
00005961.png,379,15,61,15,323,11,21,50
00005962.png,96,2,10,15,100,12,59,63
00005963.png,463,29,6,15,478,36,59,48
00005964.png,296,0,4,10,267,3,64,61
00005965.png,319,44,60,2,56,8,22,54
00005966.png,406,1,22,3,226,40,58,58
00005967.png,205,38,54,16,302,35,5,59
00005968.png,52,49,51,17,376,0,7,55
00005969.png,123,12,45,12,112,10,0,63
00005970.png,34,3,50,24,203,26,14,61
00005971.png,178,9,59,12,2,31,11,47
00005972.png,86,41,21,9,213,1,58,55
00005973.png,244,4,49,16,80,3,6,57
00005974.png,75,47,47,16,435,17,11,62
00005975.png,94,27,62,8,94,31,23,51
00005976.png,153,29,41,5,467,22,6,38
00005977.png,289,22,10,13,437,41,49,46
00005978.png,184,39,54,13,30,2,13,50
00005979.png,353,32,6,15,45,29,42,63
00005980.png,310,22,3,25,268,9,64,64
00005981.png,158,27,46,16,138,31,3,60
00005982.png,453,1,21,12,40,49,55,53
00005983.png,465,43,49,13,326,10,14,57
00005984.png,457,34,21,14,49,18,63,50
00005985.png,120,6,2,3,406,47,44,49
00005986.png,81,10,0,17,102,23,61,56
00005987.png,443,19,25,21,363,45,59,61
00005988.png,444,6,59,25,281,25,3,62
00005989.png,167,49,19,29,406,25,54,63
00005990.png,52,40,61,7,475,36,1,53
00005991.png,439,37,21,25,312,18,59,63
00005992.png,292,8,1,22,282,39,61,60
00005993.png,3,39,41,0,184,43,0,36
00005994.png,141,46,22,2,123,2,63,46
00005995.png,181,41,8,20,109,47,45,56
00005996.png,141,39,43,7,136,22,1,59
00005997.png,496,5,51,15,85,34,16,62
00005998.png,91,34,53,10,337,38,17,56
00005999.png,493,9,8,1,3,45,55,36
00006000.png,141,13,20,27,411,30,53,60
00006001.png,132,45,7,10,99,13,61,44
00006002.png,71,16,9,11,343,14,43,48
00006003.png,396,17,41,12,98,13,0,54
00006004.png,414,47,2,2,130,24,52,52
00006005.png,276,11,16,17,402,12,50,59
00006006.png,55,33,21,0,208,46,62,49
00006007.png,104,46,55,0,177,16,12,55
00006008.png,152,32,7,7,282,3,49,57
00006009.png,323,17,63,1,459,12,12,44
00006010.png,149,36,61,4,148,19,2,56
00006011.png,36,44,38,1,413,9,5,34
00006012.png,278,42,4,14,37,5,57,61
00006013.png,260,36,2,8,27,7,63,55
00006014.png,484,20,56,13,485,36,3,47
00006015.png,169,37,0,24,183,36,45,61
00006016.png,105,38,10,13,213,22,47,57
00006017.png,430,1,5,21,385,23,52,58
00006018.png,368,43,44,0,360,45,3,57
00006019.png,140,27,36,6,11,16,2,58
00006020.png,135,38,51,15,76,35,0,51
00006021.png,177,33,62,11,141,48,28,58
00006022.png,249,10,40,7,59,15,0,42
00006023.png,387,32,51,22,138,37,14,58
00006024.png,279,37,5,6,116,29,47,40
00006025.png,361,18,50,24,303,41,7,61
00006026.png,301,48,55,0,279,42,6,55
00006027.png,330,20,42,20,335,9,6,64
00006028.png,5,18,45,17,241,23,12,52
00006029.png,326,47,4,7,438,0,56,57
00006030.png,341,7,56,3,433,17,10,37
00006031.png,120,27,0,13,407,8,59,53
00006032.png,94,3,56,27,260,8,18,62
00006033.png,119,17,2,27,382,18,54,60
00006034.png,109,3,51,18,2,0,10,56
00006035.png,81,23,18,16,200,24,53,62
00006036.png,204,2,15,2,484,17,62,61
00006037.png,96,43,61,25,434,8,24,62
00006038.png,448,26,5,7,398,3,63,58
00006039.png,439,16,5,1,184,12,50,37
00006040.png,252,6,62,16,26,17,29,61
00006041.png,186,5,54,7,97,37,19,64
00006042.png,272,34,16,0,398,38,54,41
00006043.png,470,46,10,5,222,1,59,53
00006044.png,186,46,23,14,33,7,63,61
00006045.png,18,21,8,6,0,14,55,60
00006046.png,487,21,26,5,486,29,62,38
00006047.png,497,25,14,11,447,29,48,62
00006048.png,102,36,5,2,222,0,51,47
00006049.png,134,41,42,1,383,20,7,41
00006050.png,460,36,63,0,248,43,24,42
00006051.png,90,43,5,2,464,45,53,37
00006052.png,459,38,59,14,34,23,6,55
00006053.png,249,30,55,14,66,31,5,49
00006054.png,374,0,60,13,238,5,6,58
00006055.png,324,26,49,0,29,12,2,59
00006056.png,357,18,5,12,58,17,54,46
00006057.png,69,16,58,3,129,18,21,60
00006058.png,87,43,61,8,59,8,10,48
00006059.png,61,16,2,1,213,3,54,43
00006060.png,85,7,12,0,24,28,47,56
00006061.png,230,43,1,20,173,0,41,60
00006062.png,203,6,45,21,380,39,1,57
00006063.png,88,34,57,10,445,32,9,58
00006064.png,187,27,17,6,312,20,51,42
00006065.png,363,9,46,8,443,12,2,53
00006066.png,474,32,53,27,393,11,13,60
00006067.png,458,48,6,2,338,39,63,38
00006068.png,93,32,55,14,337,28,12,60
00006069.png,296,45,3,7,275,3,49,57
00006070.png,256,38,18,17,329,39,63,56
00006071.png,451,15,6,0,114,35,51,54
00006072.png,184,41,11,23,339,10,63,56
00006073.png,476,14,48,0,213,7,11,41
00006074.png,55,15,63,16,100,7,10,51
00006075.png,279,26,63,12,259,13,21,47
00006076.png,299,40,45,20,362,25,1,57
00006077.png,30,21,8,1,271,43,57,46
00006078.png,428,23,57,16,399,17,14,61
00006079.png,186,45,57,3,184,36,13,57
00006080.png,424,36,62,11,336,44,3,49
00006081.png,251,30,9,3,184,30,64,45
00006082.png,259,4,12,0,108,9,56,59
00006083.png,351,43,10,17,492,35,60,60
00006084.png,8,44,54,4,193,1,16,59
00006085.png,200,4,40,20,237,5,3,63
00006086.png,488,41,6,16,205,16,43,53
00006087.png,464,6,0,10,165,47,45,50
00006088.png,297,49,64,23,417,10,15,56
00006089.png,322,40,19,4,178,36,60,55
00006090.png,35,47,5,2,469,7,59,55
00006091.png,144,15,49,5,235,18,11,51
00006092.png,70,8,16,4,196,36,49,44
00006093.png,418,19,48,9,161,47,7,57
00006094.png,465,47,3,2,317,18,48,51
00006095.png,250,0,16,9,402,45,63,46
00006096.png,188,24,10,23,212,40,57,58
00006097.png,188,3,62,2,495,18,10,48
00006098.png,305,27,54,27,59,31,4,63
00006099.png,434,46,7,9,118,40,61,43
00006100.png,163,21,0,12,43,13,46,45
00006101.png,246,15,57,1,449,35,8,52
00006102.png,445,12,61,6,390,13,7,56
00006103.png,213,21,51,5,225,47,10,41
00006104.png,89,27,13,13,36,20,47,64
00006105.png,134,38,16,1,161,27,53,54
00006106.png,73,15,62,20,117,11,26,54
00006107.png,120,34,60,19,113,39,23,63
00006108.png,247,15,64,20,312,34,0,56
00006109.png,422,44,53,5,396,34,10,41
00006110.png,304,12,52,4,481,24,8,55
00006111.png,455,16,59,16,427,4,19,58
00006112.png,209,11,49,24,42,48,7,58
00006113.png,280,38,18,20,62,44,54,55
00006114.png,113,6,55,7,463,37,17,64
00006115.png,405,10,52,22,28,25,2,57
00006116.png,465,30,38,0,461,1,3,43
00006117.png,364,29,53,0,433,42,6,61
00006118.png,296,30,4,5,455,32,60,47
00006119.png,197,3,18,21,264,0,54,60
00006120.png,111,1,2,4,93,12,51,46
00006121.png,369,1,55,5,160,42,15,45
00006122.png,494,8,16,11,381,3,59,50
00006123.png,141,30,54,21,194,4,3,64
00006124.png,343,21,12,5,123,10,64,43
00006125.png,498,36,51,8,31,47,3,49
00006126.png,280,33,8,8,112,8,56,53
00006127.png,387,34,60,1,326,8,19,38
00006128.png,173,30,53,21,467,23,0,56
00006129.png,477,38,14,11,119,43,59,44
00006130.png,14,28,16,9,354,48,64,49
00006131.png,204,42,14,8,107,19,56,58
00006132.png,339,9,8,2,410,4,46,38
00006133.png,246,11,46,21,386,39,12,59
00006134.png,264,8,43,18,237,28,3,55
00006135.png,359,4,52,20,100,31,16,59
00006136.png,497,10,11,2,236,43,53,61
00006137.png,465,20,61,13,8,0,3,61
00006138.png,228,46,4,3,407,22,39,37
00006139.png,144,3,60,0,51,48,3,37
00006140.png,300,47,46,14,117,16,6,50
00006141.png,412,7,61,17,198,44,19,60
00006142.png,6,7,64,2,105,35,11,49
00006143.png,117,12,56,10,58,40,9,47
00006144.png,391,13,60,10,285,44,0,44
00006145.png,165,19,56,20,276,42,17,55
00006146.png,108,42,5,3,7,31,45,54
00006147.png,349,37,64,18,253,18,10,63
00006148.png,492,21,10,3,26,7,46,42
00006149.png,210,45,47,5,447,16,14,45
00006150.png,454,6,21,2,443,23,56,60
00006151.png,293,6,13,0,215,38,50,40
00006152.png,7,0,63,11,318,42,2,44
00006153.png,412,12,18,2,366,26,63,58
00006154.png,138,33,44,8,57,6,1,64
00006155.png,400,47,54,19,350,40,9,64
00006156.png,174,3,47,13,204,17,13,47
00006157.png,446,49,17,29,422,33,54,64
00006158.png,16,26,8,5,119,43,61,61
00006159.png,483,33,61,18,119,21,20,58
00006160.png,438,43,1,17,122,15,45,59
00006161.png,476,3,60,1,414,27,14,34
00006162.png,211,26,0,12,77,4,64,55
00006163.png,271,2,11,12,44,18,61,52
00006164.png,433,9,61,2,417,16,24,64
00006165.png,318,22,7,2,182,11,40,61
00006166.png,492,39,53,4,234,16,19,41
00006167.png,499,14,3,19,321,44,48,59
00006168.png,206,37,46,10,103,6,8,52
00006169.png,254,39,1,15,153,33,53,50
00006170.png,493,24,7,14,303,4,51,53
00006171.png,85,10,22,16,35,27,64,62
00006172.png,144,12,7,18,440,41,49,53
00006173.png,263,16,28,3,97,33,61,50
00006174.png,402,28,2,10,147,19,46,56
00006175.png,286,18,37,0,297,13,1,44
00006176.png,100,28,18,4,61,17,57,49
00006177.png,200,40,9,14,68,37,57,49
00006178.png,398,1,11,5,80,2,46,39
00006179.png,226,0,9,20,268,11,43,63
00006180.png,130,36,62,8,128,44,9,59
00006181.png,416,26,51,11,142,40,9,56
00006182.png,436,0,5,0,239,23,56,42
00006183.png,215,31,4,5,418,36,42,57
00006184.png,47,15,15,12,119,2,58,61
00006185.png,326,18,16,9,393,47,64,62
00006186.png,24,15,12,4,224,5,58,60
00006187.png,169,35,37,3,33,46,1,52
00006188.png,39,3,59,17,6,15,2,61
00006189.png,124,49,60,16,366,26,26,50
00006190.png,67,17,12,2,112,28,45,59
00006191.png,479,26,15,21,75,7,50,60
